% # columns="iteration, evaluation, sigma, void, void,  stds==sigma*sigma_vec.scaling*sqrt(diag(C))", seed=323414, Fri Nov 28 18:42:16 2025, <python>{}</python>
1 38 2.24536659693049 0 0 24.796210805450865 3.2269121395276223 1.416162515820851 10.90836595797586 3.303390634765443 14.30190152507393 3.896212109001678 0.11244266801844174 1.2815059914861258 0.11150487400135288 1.238704523926273 4.0993428886025 5.0989690800337595 2.0449081137271476 5.7240353214901285 4.131658475184782 4.51192404206182 2.890871602487636 0.11201490921949468 9.39457652929792 0.11194749955952106 1.75553298304188
2 75 2.0434432686406385 0 0 22.472441671883782 2.9472363284819094 1.2848409560717002 9.858866588131662 3.0041508027777346 12.87112463387364 3.5259988799564694 0.10361403015333441 1.1615757351625824 0.10113454585453337 1.1226883390905222 3.637709931008791 4.6052837110863365 1.8907087492202896 5.212718231309829 3.7844210474808206 4.022925005586819 2.5954466545088946 0.10197993857234122 8.485645410306496 0.10149350377455044 1.5904294772036949
3 112 1.8160206380373558 0 0 19.912165310154286 2.6490292190973235 1.14363452395231 8.739881027831618 2.656287443071152 11.578282812821167 3.1366861264619157 0.0922639355831779 1.0257017436099287 0.08956513595295867 0.9812511321882154 3.2024438732951293 4.075226195955234 1.6693425915776312 4.614563281315388 3.3751317535941765 3.515197916437519 2.299009482539082 0.08996136078426079 7.44024323586767 0.090170726394561 1.4174753704036294
4 149 1.6486602834957889 0 0 17.953498735716725 2.409453708073943 1.0423063624387519 7.906739031209292 2.400519470125673 10.375087427070227 2.8396544658251717 0.0844232823177354 0.9317885453942532 0.08067013145934564 0.8963878405645322 2.8835045248578592 3.662720057446011 1.50662859767801 4.179390490124813 3.0623911340630947 3.1288974947639945 2.0649213013962533 0.08051719707757869 6.779522987026024 0.08213498828776702 1.2748013023084597
5 186 1.4269446740840133 0 0 15.536166364545727 2.0748818546886953 0.8962217726114302 6.911845349060581 2.021476248512703 8.890803074740692 2.4826789368923023 0.07210640289934642 0.8083918701809769 0.0698032744799028 0.7804584697363222 2.462435108853747 3.144632358528597 1.2938592803576763 3.6214205097431758 2.648943870717412 2.665128435907196 1.7790571387731815 0.06860077976910076 5.851918935413034 0.07004460099091085 1.1124624591684562
6 223 1.2815305219640962 0 0 13.657481660613113 1.8717949685057664 0.805710000452715 6.170566433653957 1.8083842449361538 7.8936023246309075 2.2549682473505697 0.06409584440497315 0.7178583838599403 0.06388546796141378 0.7001264536321552 2.1532757155656688 2.808900959200374 1.153061900901243 3.254073654984804 2.333701257592932 2.3791315497225227 1.6044584743971864 0.061476357883737176 5.164972775768353 0.06260346077809743 0.9985886059699483
7 260 1.1892828145344487 0 0 12.575968076137443 1.7282584929374045 0.7407481063091013 5.680731259972186 1.6864783491041209 7.339928373844997 2.09481906384913 0.059268345427527014 0.6584089878360467 0.058884850584758126 0.6330735367350546 1.9602211050324778 2.622960335656897 1.0556510540885735 3.0464913656260886 2.1511558799165695 2.1841129069407397 1.4849254489186776 0.0563717867405517 4.80220708004088 0.057562474678845066 0.9248650910569182
8 297 1.079045851945346 0 0 11.310822590109266 1.5467324379265703 0.6711672478730046 5.161231510453407 1.5369020019242847 6.63467006790108 1.8805855323654723 0.054136131007389385 0.596417025196144 0.05371184778013631 0.5747702233287978 1.7638161440460955 2.364799743474866 0.9463904822621273 2.7432610305367526 1.9774338825178206 1.9726882789034499 1.3364107898499062 0.05091884649385981 4.333838050001583 0.051171080085156535 0.8318956958452717
9 334 0.9975166658932956 0 0 10.528305513490375 1.429218358332735 0.6130496870623628 4.804432829978549 1.4078628163867122 6.088969655362991 1.745000452759786 0.04953086716368367 0.5544826811580779 0.050077681575933494 0.5305394217645641 1.5764922997285262 2.180497696164042 0.8629937251241271 2.5390066797982027 1.8116295231063204 1.8053266398281773 1.2362034420896113 0.04720223298937309 4.020198805313255 0.047182953030634266 0.7737990226246863
10 371 0.9655569108726288 0 0 10.140996225967376 1.3883165982955947 0.5972315367272577 4.631815231979317 1.3677503634750334 5.824782318480753 1.6674355517438602 0.04823554259852224 0.5463258195066787 0.04870800556447154 0.5134565275319773 1.5113446376683877 2.134504597188692 0.8407490329457196 2.465474219502643 1.7389963353976776 1.695741723092596 1.1969450082059694 0.04614015283796305 3.935597021388807 0.045455324367932835 0.7450728448055309
11 408 0.9051260036421086 0 0 9.441449732857604 1.2947198469916361 0.5533631973284554 4.416837131177852 1.2898302954506935 5.4111377337137325 1.549073556271349 0.04463262755098909 0.5160391109411179 0.045560600694497425 0.4860751087201221 1.4067030703446468 2.0062295306363715 0.7887364251935728 2.2977541184946717 1.625263504077949 1.5768478305819584 1.1026713057241952 0.04354751636114006 3.6980267219022465 0.04271969321479826 0.6940337841356707
12 445 0.8303853443137302 0 0 8.680582300635395 1.173973663537481 0.505460967501074 4.027710852025279 1.1955247406825293 4.921457153669943 1.4118771709830036 0.0410084030755258 0.4790500559705113 0.04199529946949772 0.44835266360504744 1.2785682085227963 1.8097171618192052 0.7171300782117098 2.1218733902128686 1.4867887565943454 1.407756714827257 0.995107484223097 0.03982036668978462 3.4939586235173032 0.03880642474669301 0.6318862785356437
