% # columns="iteration, evaluation, sigma, max axis length,  min axis length, all principal axes lengths  (sorted square roots of eigenvalues of C)", seed=1034448, Mon Nov 24 21:49:53 2025
11 408 1.1303440915859901 1.1920278433690663 0.659813167680422 0.659813167680422 0.8116350835650687 0.833514103011728 0.8448924423837711 0.8839656368381408 0.8871542497471286 0.9035614031093837 0.9126428926432558 0.9284087233868978 0.9493675068895315 0.9599629057275958 0.9690168570253034 0.9804304651479532 0.9962181829643305 0.9988834987708454 1.0101288791592897 1.0526256717944003 1.0567767095192884 1.0589302883911322 1.081404678707862 1.1349431657803246 1.1920278433690663
12 445 1.0651877744385727 1.2130108137258948 0.6396568002091498 0.6396568002091498 0.8064265852224762 0.8230046792020533 0.838704719257481 0.875731115643009 0.8872812048850739 0.8911176339350868 0.9107238580456043 0.9225459089694792 0.9373329430805103 0.9451187004397243 0.9668847105458472 0.9825126007420836 0.9925118849515681 1.0007337568310826 1.0140258149353911 1.0417886061436428 1.0557705945657303 1.070455799332126 1.0835668279762942 1.136813961491671 1.2130108137258948
13 482 1.032292915814489 1.2083385307981604 0.6194765604887245 0.6194765604887245 0.7969671656560818 0.8127052961131553 0.8346250881983381 0.8763847413322284 0.8808889229865348 0.8916351812449943 0.9060525009706357 0.9192720523809261 0.9258911738512544 0.9464032625417675 0.9598252366365886 0.9739317411973726 0.9890968552771191 0.999584439522234 1.0189611658903628 1.0502409769773107 1.0535750514580158 1.0735771192642158 1.0873606053180511 1.144510624451424 1.2083385307981604
14 519 0.9436692724052079 1.2055708889447048 0.5911586230068958 0.5911586230068958 0.7852997086039383 0.8117971363625375 0.8375072186234077 0.8708541005713446 0.88314857577584 0.885666262700664 0.9087679237615903 0.9108741358836618 0.9264402619339598 0.9360048272132037 0.9587044263522803 0.9659140195961473 0.9901564524169284 0.9944595018459422 1.0166568866631656 1.0426166043774907 1.0599642608667639 1.0831613478016568 1.1067305809626482 1.1504969989460676 1.2055708889447048
15 556 0.9439962193590838 1.2033441086590821 0.5776916030201061 0.5776916030201061 0.7705322581383228 0.8000545090888244 0.8384418229887967 0.8602691008332847 0.8799360980843536 0.9026436754781795 0.9083467358453461 0.9192866141004327 0.9244251466963878 0.9324730661210804 0.9501870615547455 0.966697588127744 0.9879831467498641 1.0065258540579107 1.0126529986021435 1.0424690448381115 1.0570963808830363 1.0834218601898458 1.107896182474371 1.1515928188922369 1.2033441086590821
16 593 0.9155041354866087 1.2039108066127804 0.5624568318658568 0.5624568318658568 0.7653047541803875 0.7873100432807475 0.8358368608841898 0.856936360381236 0.8810152699298623 0.8959717585172899 0.9006949409038285 0.9080941776220528 0.9185956042364775 0.9253460004853503 0.9420613453082068 0.9615028784342372 0.9749855537657067 1.0008585958797247 1.0153214967711754 1.0602540664893094 1.072800373377292 1.0985718182147917 1.1116200586745169 1.172978302982435 1.2039108066127804
17 630 0.8770761347809596 1.2142058615915097 0.5438871206772354 0.5438871206772354 0.753347790105395 0.7748968824552357 0.8314995861097809 0.8476029949163844 0.8664224374818443 0.890407732293068 0.8979411491470217 0.9059293348770376 0.9103833679705591 0.9276044692342912 0.9330273431849655 0.9546057400584677 0.9706697391511696 0.9991640743278098 1.0123399615117181 1.0560338887214782 1.0769087087554274 1.0974048814236563 1.1110971190976398 1.1730067216175049 1.2142058615915097
18 667 0.7856791808311384 1.2125718594869235 0.5265838745782344 0.5265838745782344 0.7356314993265418 0.7783371877645499 0.8178654191889168 0.8359716951246147 0.8584175933065872 0.8879198366218128 0.8915354713454301 0.9028212886507201 0.9097116189593161 0.9256305074873301 0.9342187802805803 0.948040093121176 0.9772950306689896 0.9986827959379854 1.0192695086225487 1.0489790800793262 1.0653224756319761 1.0836750072001722 1.1116588100257996 1.1993626754172848 1.2125718594869235
19 704 0.7952301986493159 1.2301036483279244 0.5102317205131232 0.5102317205131232 0.7277244875120725 0.7712730316781448 0.811637898874393 0.8385071362130969 0.8553294694915095 0.8699080492360192 0.8808630281799263 0.8968099802789403 0.9086996092502436 0.9166945071772047 0.9364489279805158 0.9509378904624513 0.9864945120474644 0.9989799700186173 1.0180707005978642 1.056163461066616 1.0820351228025002 1.090439948883878 1.1193415216136362 1.1859023013682075 1.2301036483279244
20 741 0.7799493664436259 1.2621377569004164 0.4918869929723218 0.4918869929723218 0.7167013255359339 0.7654495814852633 0.8057166344764753 0.8301279672690669 0.8511449152308229 0.8648767516412879 0.8697824406172957 0.8954287915407824 0.9021074101175085 0.9163185202213097 0.9415945952578222 0.952052068612038 0.9852003759240675 1.004817749794235 1.0170857171501146 1.06473773845436 1.0745981223462147 1.10135658075573 1.119568951025956 1.175731749061593 1.2621377569004164
21 778 0.7752186663938334 1.2473928723360084 0.4681799519551449 0.4681799519551449 0.7145196153414689 0.7626031878714808 0.811213441547471 0.8139977005968058 0.8455361556409756 0.8532219047851051 0.8712243639245452 0.893086441337525 0.8995023372798353 0.9082876271094001 0.9429343920462849 0.9470326418535933 0.9875475214305004 1.0109606829839235 1.0212209839773614 1.0718862481841016 1.0787347582913802 1.110350880134846 1.1227924760352448 1.1902901491970588 1.2473928723360084
22 815 0.7172170329098493 1.248595764558598 0.45377235655359777 0.45377235655359777 0.7086715937028056 0.7701063443004498 0.8052972109221691 0.8095338568884264 0.8439954211434939 0.8483428529030703 0.8661662598721984 0.8929956146999534 0.8958886007279238 0.9152696874637452 0.9289795806755806 0.9424012537712844 0.9803639128649139 1.0007583245144218 1.016675615774328 1.0666939651330885 1.0848178241156323 1.1074484077037987 1.120922429321911 1.179930687706162 1.248595764558598
23 852 0.6545335001501619 1.2558700446603464 0.4334619099702328 0.4334619099702328 0.6871669129549619 0.7613115471665477 0.7950223012226506 0.8109779433879093 0.8406483775403816 0.8466588226722451 0.8558316210621035 0.8821466520552739 0.8952185715287019 0.897880599526406 0.9207614090738526 0.9442870622967243 0.9931223701533332 0.9993303163840032 1.0271009479173914 1.0741395884479459 1.0942154197264287 1.1164306131590498 1.1307723881447498 1.1896048279269333 1.2558700446603464
24 889 0.6304163067325129 1.251712234618602 0.4108642855825829 0.4108642855825829 0.6725961066664692 0.7591851060632503 0.7897003528633272 0.8067322611065681 0.8288781431304649 0.8490421421738862 0.8539830501253216 0.8714465928783284 0.8927950484768554 0.8988418528686368 0.9267657769846204 0.9484269533386498 0.9911243622193676 0.9978514283535427 1.0163556318807585 1.0668025138326485 1.0969752717522945 1.1085135474684256 1.14118545123529 1.197189200459335 1.251712234618602
25 926 0.6040943998118469 1.2582892344213419 0.3979729860289567 0.3979729860289567 0.6608440265290332 0.7480422286886358 0.7912665662902341 0.8011631480846386 0.8273689042053576 0.8366977688532665 0.8500083195635016 0.8699490136655406 0.8910147913129562 0.9028732279901891 0.939811576743899 0.9424394802737477 0.9835449897095166 0.9892122986832546 1.0302320181525955 1.072734267703639 1.0888154026895223 1.1151979141182986 1.1421317070148342 1.1956167519694991 1.2582892344213419
26 963 0.5531010902923831 1.2629341048821008 0.38952655430011063 0.38952655430011063 0.6344539637427803 0.7352654097019219 0.7840142118769841 0.7975774334592632 0.8245415486465507 0.8326525049911198 0.8412088085910402 0.8685686409209489 0.8789134713407863 0.9010605774891493 0.9293821852365364 0.954644727704233 0.9727766173844966 0.9984433833930357 1.0307135097443427 1.0717498893593804 1.087255281035164 1.1299864135651365 1.1594188151611482 1.2009348630996577 1.2629341048821008
27 1000 0.52640432712613 1.2682483545988819 0.36935418286796473 0.36935418286796473 0.6329368918392315 0.7314442666989135 0.7788095654811354 0.7982513312002553 0.8110457011187606 0.8223364027448639 0.8417831947366706 0.865770280625828 0.8756182873843763 0.889699081090806 0.9302573783628765 0.9529978541140146 0.9680764881334205 0.9857400239297546 1.0295814726874406 1.0651431964697178 1.07622091372175 1.138139705260707 1.1693860961883422 1.2125044141039545 1.2682483545988819
28 1037 0.5031734125912811 1.2602658182919546 0.34871758332420066 0.34871758332420066 0.6262797215390086 0.7257969532879922 0.77092041188508 0.7844625759227054 0.807312819370476 0.8186577619203755 0.8350535820391137 0.8678008331096182 0.8818272865536853 0.8837655732439822 0.9342199722515179 0.9526283762247458 0.9725105870866669 0.9809718396732997 1.0338580275259348 1.0622924920054904 1.0836408498138825 1.1352230819736728 1.1730292912286375 1.2105127751695848 1.2602658182919546
29 1074 0.4987214313638908 1.2603871987008397 0.34118167079674944 0.34118167079674944 0.6157390969533766 0.7180573923966225 0.7692258301702702 0.7844055522380736 0.8069206250734067 0.8183725811605512 0.8267039523076309 0.8579836992476814 0.8790608242530218 0.88437272671926 0.9228989174824536 0.9463815319737175 0.9678154957166211 0.9816068388574004 1.037170553634661 1.068974184283991 1.0805998598058724 1.1404304806335288 1.1915535937729362 1.2125546228406543 1.2603871987008397
30 1111 0.4964396290378963 1.293173915045004 0.3270597868499293 0.3270597868499293 0.612042082615187 0.7155344735846496 0.7553610374705071 0.7837298130431111 0.8053723188461956 0.8182592628224936 0.8411772345256977 0.8559991316501733 0.8790926709820949 0.885229510689724 0.9149225352579532 0.9479857816795267 0.9615531798936107 0.9939241414069461 1.0373589404710415 1.0676096236685833 1.0850672825308805 1.1508126961034948 1.1858959433738814 1.2134425919039729 1.293173915045004
31 1148 0.4855619440311774 1.3052569441163722 0.31012399790640605 0.31012399790640605 0.6051983324499491 0.7042866564475992 0.749216375487717 0.7700156471131725 0.8013132144863885 0.8126726454411133 0.8427617279615887 0.8536614234066356 0.8751250057134657 0.892537277268341 0.9106157076132902 0.9534184485139912 0.980313739304756 0.9908495259636928 1.0242045858625928 1.0575228408652504 1.087575713746528 1.1547504856086308 1.181165194778553 1.2248915474995168 1.3052569441163722
32 1185 0.45451668174250554 1.316051388083499 0.30027184041328175 0.30027184041328175 0.6002651287132328 0.6975425558253573 0.7379726897865074 0.7638010772362335 0.7909253185275124 0.8034144219664225 0.8314177057792242 0.8584787452885831 0.8789588279990652 0.8865735545134281 0.9094164030526142 0.9608787901178859 0.9817524818954841 1.009545561706365 1.0173517353179216 1.0581846626539262 1.065511306551569 1.1567065341642655 1.1926237644500375 1.2263316712392645 1.316051388083499
33 1222 0.4470777056223291 1.3182549565382575 0.2866269447810132 0.2866269447810132 0.5969933334931503 0.684719662527663 0.7288285831798655 0.7568714465593043 0.7825613093950445 0.797852790828303 0.8308913069684725 0.8580902764040321 0.8785417768608855 0.8925061331747755 0.9061816000345961 0.9688379615291417 0.9831441469934812 1.0104129546323681 1.0171511440082865 1.0516017851556543 1.0760048500881803 1.143083161378296 1.2089479599134276 1.2273794678052579 1.3182549565382575
34 1259 0.4351141465095078 1.328629445949831 0.2738962744183677 0.2738962744183677 0.5795350654390057 0.681533535623848 0.7316133862259918 0.7489067767077946 0.7760524788219549 0.7963172089325443 0.8343513062816061 0.8498123729257628 0.8722236890303456 0.8858780416512338 0.9069806070449297 0.9660339082347258 0.9720663920881459 1.0106683833494985 1.0184602201196067 1.064737267530586 1.083449008837563 1.1502181634885231 1.205862596208848 1.2379934756656494 1.328629445949831
35 1296 0.4294269937258129 1.3309695658531178 0.26403286858330655 0.26403286858330655 0.572556990773377 0.6724876032500693 0.72450940457747 0.7518665683474447 0.7753269565482162 0.7873699374377928 0.8252458288751161 0.8411737938810044 0.868345751672831 0.8794407225811661 0.9067106886118469 0.9598163251783662 0.9983645056609534 1.0123642624126423 1.0144440964345274 1.0668820717694516 1.097146318023785 1.1574536534197946 1.2011504915712417 1.2377185086022147 1.3309695658531178
36 1333 0.44407076006484764 1.3287072347665694 0.25408761403360225 0.25408761403360225 0.564219420554259 0.6665193247635709 0.7182940650912574 0.751097598106206 0.7645662976297711 0.7948739221709179 0.8186551739314122 0.8431943905504174 0.8614219726115155 0.8762023437080894 0.9156533298051387 0.9644690055931741 0.9797952175114291 1.009830970287182 1.0266535488479442 1.0635410969700005 1.0975810700141808 1.1528636812245103 1.2031118219929098 1.2682152952083894 1.3287072347665694
37 1370 0.5019212677584859 1.3410313467676598 0.2441049305501758 0.2441049305501758 0.5590230512418469 0.663397071281194 0.7111608813848151 0.7416650507070793 0.7697503609312257 0.7887292777083005 0.809305126029316 0.8305824803587081 0.8565187223803086 0.8764420791724766 0.9195102722905577 0.9624363075974277 0.9703238241086591 1.0223693281277546 1.0360203863041917 1.0783073400287897 1.095694725344491 1.148442126448151 1.2142587465826842 1.3040113032345693 1.3410313467676598
38 1407 0.525968836477233 1.3589776816759065 0.23981321881478943 0.23981321881478943 0.5536037080936131 0.6619449729326266 0.7127452116766994 0.7374322538479604 0.7601434932793493 0.7782971626641196 0.8108420294820239 0.8237122560981528 0.8451553279471868 0.8773193628978501 0.9186415553261862 0.9653779173498475 0.9833153383122005 1.0198193977214502 1.0336734464983799 1.0726358523298374 1.1320289546895457 1.1437172849660042 1.2160113487791977 1.31113065570517 1.3589776816759065
39 1444 0.5101312383497673 1.3964703194846153 0.2318328208706278 0.2318328208706278 0.5458967676337623 0.6511332907036993 0.7062243874963241 0.7341960787135626 0.7585741769372475 0.776667304504126 0.7997300912001467 0.8205209364775785 0.8451025627473011 0.8796565289374894 0.919968768711382 0.9568277289205935 0.969041459582312 1.0213899222968192 1.037297210206028 1.0785801414411877 1.135305336982092 1.1544426930453608 1.204032136511203 1.313946566659352 1.3964703194846153
40 1481 0.5000405131859071 1.4110691755674503 0.2244805579447167 0.2244805579447167 0.5321428732143445 0.6488355259576087 0.7041248601656928 0.7319213286781057 0.7475982814072157 0.7682011369822225 0.7989203316023852 0.8134059568494976 0.8431431256465515 0.882244208749891 0.9211062829414304 0.9588567330273409 0.960139388336374 1.0125001621119123 1.0379202432957277 1.0769849203679447 1.133892429781149 1.1588520434973257 1.2032049551987836 1.290243479419628 1.4110691755674503
41 1518 0.4950856524515976 1.4173562613105888 0.21477704828484273 0.21477704828484273 0.5166229155504445 0.6547056853093176 0.7006631088736103 0.7286207642347261 0.7460333502566565 0.7665812913678258 0.7929126515098539 0.817593344588704 0.8381861208564717 0.8856305420342055 0.9122150396270533 0.9632641309047265 0.9685753397541508 1.002838183485835 1.0317168248471105 1.0772036725763132 1.128167136343045 1.1572971420955753 1.1869135812235825 1.2925197853827106 1.4173562613105888
42 1555 0.5244652867260784 1.411592505959424 0.20056357784670645 0.20056357784670645 0.5055900163185176 0.6529254233741671 0.7033592317158719 0.7245076439135743 0.7424245984174302 0.7642646041693756 0.7835058295682321 0.818649349097504 0.8459656805271824 0.8877363379589189 0.9140103392108201 0.9578613186651116 0.9798270438110315 0.9945117258059827 1.0263027170073664 1.072699998161111 1.1139282497181744 1.1630381063742947 1.2114578561147338 1.2908675169604948 1.411592505959424
43 1592 0.511674255963729 1.4125976007345085 0.19325255255796933 0.19325255255796933 0.5014444541589241 0.6560438814477528 0.6842509996847889 0.7180673223350553 0.7303484661839189 0.7690403041580657 0.7823114412396583 0.8167361113824837 0.8438576787313378 0.8859797005983923 0.9131132403288665 0.951765457197233 0.975052166209861 0.991496122267435 1.0309602848810424 1.0828308062475704 1.1109499662860793 1.190294309993356 1.228620204817508 1.29823950968583 1.4125976007345085
44 1629 0.49768849125707054 1.40558159407617 0.1855527970159081 0.1855527970159081 0.49438594604074004 0.6539357718476558 0.6856377700033643 0.7170163717315489 0.7205837211268724 0.7739669162855892 0.7855698297489205 0.8139966169253128 0.8436583996560116 0.8872100642165192 0.9022151288985395 0.9609521111773008 0.9764966643839664 1.0054126852316334 1.0225393885908338 1.0769540333153143 1.1082122804840173 1.1852883574456485 1.242075231186867 1.2694968548070964 1.40558159407617
45 1666 0.4814188230517275 1.4337963868554182 0.17746476695659108 0.17746476695659108 0.48405760169371487 0.6579959555702626 0.6761644457898641 0.7088873740130469 0.7216148342356633 0.7740167053811503 0.7850383972065327 0.8124779691459053 0.8401595142541058 0.8797551931479448 0.9011562806703698 0.958757504246864 0.9629477835536342 1.0130439158558602 1.0280660406130884 1.0766723728431506 1.1243926902707524 1.1956851687688543 1.2334598017240488 1.3042973836529559 1.4337963868554182
46 1703 0.481766777907062 1.4731037455204177 0.16997939265136983 0.16997939265136983 0.4701964843765876 0.6538876048102094 0.6764544273436328 0.7133492567041585 0.7177247630501393 0.7675664553806111 0.7909945937698251 0.7997203364049308 0.8475518549792938 0.8842604038957907 0.9084957839235805 0.9527309957622832 0.9706024011543196 1.0211482352466987 1.0333412533219088 1.0734030989791017 1.119549536821649 1.18776018018789 1.2226072874078588 1.3101908361921544 1.4731037455204177
47 1740 0.5076301632931983 1.5088176731632637 0.16405512696041477 0.16405512696041477 0.4604420445178543 0.6501553561460482 0.6786756667759344 0.7021074896680407 0.7156240844151486 0.7592877999836772 0.7896298289002475 0.7992832367614345 0.83729485396588 0.8901091614257151 0.9123800258976805 0.9390132496000465 0.9623333083379163 1.021727788698063 1.03543457470291 1.078534868428205 1.122015598674068 1.184331033370449 1.2234781033698037 1.3320910098026546 1.5088176731632637
48 1777 0.5455719533612052 1.5807554781753157 0.15813868963820865 0.15813868963820865 0.4480711452541966 0.652121878816919 0.6782339014174908 0.693541361591428 0.710688205125805 0.752026074996134 0.786890005365187 0.8060342630778735 0.8440639305172181 0.8864556112223926 0.926750123499155 0.93026589338065 0.9601743702210989 1.0165305909384756 1.0263283227612812 1.0836797257164048 1.1286288876517188 1.193743665636467 1.2166616830037686 1.3415266600094764 1.5807554781753157
49 1814 0.5744117505120878 1.640939546917328 0.15242911945465795 0.15242911945465795 0.44038945027339066 0.6472628803215218 0.6687042606557608 0.6901380828872282 0.70968557505458 0.7441124635932469 0.7852257538570132 0.8001968373145395 0.8492961754482934 0.8879305580731491 0.9184697509334 0.9412553337541187 0.9476066561399662 1.012707745170732 1.036536664260001 1.086256030735824 1.1418398274606159 1.1647815072024366 1.226502259891792 1.352048119603188 1.640939546917328
50 1851 0.5699323424896344 1.7016155706337321 0.1480115283909094 0.1480115283909094 0.43181426683703505 0.6545446966033639 0.6718920033105261 0.6841959312826877 0.7121897992728621 0.7426783869431886 0.7800822301429782 0.7951449495538516 0.8510158225974755 0.881757409757958 0.9148588763757911 0.9184857183962473 0.960065557039337 1.0107790234526486 1.0369766536156295 1.0907298423068725 1.1323892848456412 1.1663546595439704 1.2383105022883505 1.3574486237612846 1.7016155706337321
51 1888 0.5938940000562453 1.7281895216386516 0.14420538751010525 0.14420538751010525 0.42244439385581284 0.6485499942905897 0.6735144465270131 0.675431743400839 0.708860733302674 0.7395698614734244 0.7663510007604094 0.7861865478617068 0.8527873355960182 0.8867086028932555 0.8985661450492014 0.9084676089836081 0.9594714399755551 1.018319846690612 1.0481545164005437 1.0940644966920328 1.135872250402012 1.1519590309305299 1.2355650574548795 1.3701251875333529 1.7281895216386516
52 1925 0.6198967082864627 1.7927417382109012 0.1396418638566793 0.1396418638566793 0.4133177898198616 0.6412482007744754 0.6731190888056103 0.6755528301663065 0.7149767139546345 0.7357819518052165 0.7589750745775294 0.790214041839798 0.8532302654766271 0.8873981008623641 0.8982845281630287 0.9125720378618203 0.9532607761529985 1.0083525943329867 1.0434486512272532 1.0967860066686121 1.1293141687891464 1.1549457802373022 1.2377487986999125 1.3734360321164858 1.7927417382109012
53 1962 0.6303101113782195 1.7984528524872683 0.1336331110847498 0.1336331110847498 0.4096357345114092 0.6348802128750466 0.6685589567426327 0.6746179616598946 0.7145973490365768 0.7357576823674514 0.7586796816701461 0.7940640404382228 0.8605785416789263 0.8833940296756337 0.9015457736559535 0.9237542786577218 0.9529876342291655 0.9978500829138855 1.0442782603315253 1.0961725383244 1.125968926635554 1.16009751094939 1.2370013561300335 1.3966357343322082 1.7984528524872683
54 1999 0.6429487114925719 1.8349442815877557 0.12968314113172763 0.12968314113172763 0.4011086988723412 0.6307499315632752 0.6653192845741479 0.6696611005122642 0.7096177192096597 0.729740635077738 0.7611868457009786 0.7895584147101163 0.853146535950134 0.8886545392641135 0.908259610917676 0.9239260309894108 0.9473551614100799 0.9976659859890807 1.0454485918029532 1.0981925619457087 1.1267875693703124 1.1768488048769912 1.2438012134973468 1.3859933311589376 1.8349442815877557
55 2036 0.6612334026023089 1.8892995662721084 0.12625737244017654 0.12625737244017654 0.3914123910742544 0.6247207528900077 0.6599960493027427 0.6632131550107376 0.7089735211620902 0.725591637424335 0.7643922540157984 0.7801602684952369 0.8529424881319538 0.8924469209363933 0.908953545261338 0.9337084310929219 0.9576038219648674 0.9927390120422181 1.0289977900505707 1.087869423090577 1.1149814504854123 1.189988996561009 1.242079704929667 1.3756229037813315 1.8892995662721084
56 2073 0.6769533572268757 1.9410273441756294 0.12264748774256266 0.12264748774256266 0.38084031079552527 0.6181969016521599 0.6489686800488937 0.6603031468085816 0.7043310523054545 0.7339684472014569 0.7627020743676686 0.7866272007635168 0.8430749652061605 0.8897233970534258 0.9107970444983988 0.9277047708569561 0.9410141798895917 0.9906922640535188 1.031787138380563 1.0869243302859046 1.107838743048672 1.189164724321292 1.2465837611766568 1.3870780036509802 1.9410273441756294
57 2110 0.7558896506569405 1.9966104664411561 0.1184098541246787 0.1184098541246787 0.3693729794989335 0.6143965319126825 0.6361978250216953 0.6705940784976545 0.7056026239470188 0.7326996339452854 0.7530800752812267 0.7882746762107133 0.827697484931183 0.8883451961305734 0.9084701622051372 0.9336183880397037 0.9475779681556964 0.9804004335349167 1.0274597638250276 1.0887422195686127 1.1181386308905295 1.201113327820119 1.3001201372772822 1.3823942682637484 1.9966104664411561
58 2147 0.780344848694973 2.126078172552765 0.11315403097257247 0.11315403097257247 0.35915636054010114 0.613771598114035 0.6343913792394056 0.666256685728214 0.7041777781386312 0.734766521891837 0.7670743969233493 0.7855618740204329 0.8237076202054113 0.8770257235253944 0.9060141903533072 0.9358317377917642 0.9564386782234752 0.9831108118243808 1.0191063552825377 1.084940197273483 1.111791822025218 1.2018557709060598 1.3434659782791363 1.3812092842915649 2.126078172552765
59 2184 0.8192205944219847 2.2035001450178915 0.11020177381809608 0.11020177381809608 0.35583553196202566 0.6126713474703394 0.6387641452559077 0.6672158511143116 0.7085044648873162 0.7335529722192122 0.7635120082851048 0.7767439093923225 0.8264960673394871 0.869995338989546 0.8925855785692807 0.9283266946666471 0.9565734047722613 0.9869073139553869 1.0216465317005958 1.0787899199151965 1.1035074082639553 1.1984847585166867 1.332614065552153 1.3712069083647551 2.2035001450178915
60 2221 0.8605981510241549 2.260740280889146 0.1079085413355751 0.1079085413355751 0.3469353258077052 0.6019563141843309 0.645491072922764 0.6671908444177618 0.7089696618100301 0.7307466092495852 0.7632641040006339 0.7756723285585898 0.8303952185880429 0.8721844582891645 0.8930947891252687 0.9201419900389147 0.9538231701008152 0.9806018192831348 1.0126356650223896 1.0672867516690185 1.0997188706908931 1.1928262422460645 1.3449942890593776 1.3769365469003627 2.260740280889146
61 2258 0.9408089349458544 2.3223487947844927 0.10575619444059395 0.10575619444059395 0.3394250981062334 0.5971502676767584 0.6383502868877813 0.6660095903883707 0.7008835145835722 0.7382291559844795 0.7628288477817918 0.7767228878305519 0.8344764514069661 0.8734680886362571 0.8894005254579636 0.9169057665802536 0.9463020373421214 0.9791620994938028 0.9970056479543347 1.0925317998489548 1.1171325467299147 1.1856030252514027 1.3523535313281365 1.37555642342647 2.3223487947844927
